playerID,name,source_group,primary_position,season,fangraphs_name,team,age,games,plate_appearances,at_bats,hits,home_runs,runs_batted_in,runs,stolen_bases,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,batting_fwar,batting_match_type
pennohe01,Herb Pennock,Official Induction,P,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pennohe01,Herb Pennock,Official Induction,P,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pennohe01,Herb Pennock,Official Induction,P,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pennohe01,Herb Pennock,Official Induction,P,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pennohe01,Herb Pennock,Official Induction,P,1931,Herb Pennock,2 Tms,39,100,189,154,26,1,14,14,0,0.168831168,0.247058823,0.214285714,0.461344537,0.06000038560200638,matched
pennohe01,Herb Pennock,Official Induction,P,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pennohe01,Herb Pennock,Official Induction,P,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pennohe01,Herb Pennock,Official Induction,P,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1932,Hilton Smith,3 Tms,30,96,217,213,62,4,26,17,2,0.291079812,0.304147465,0.422535211,0.726682676,1.1310298946516926,matched
smithhi99,Hilton Smith,Official Induction,P,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1941,Hilton Smith,KCM,38,143,309,295,86,2,62,36,1,0.291525423,0.323624595,0.386440677,0.710065272,1.257925058490778,matched
smithhi99,Hilton Smith,Official Induction,P,1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
smithhi99,Hilton Smith,Official Induction,P,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1908,Home Run Baker,PHA,23,303,1259,1133,333,6,161,161,41,0.293909973,0.334442595,0.41835834,0.752800935,10.96785928641139,matched
bakerfr01,Home Run Baker,Official Induction,3B,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1911,Home Run Baker,2 Tms,29,1109,4774,4287,1343,74,719,650,185,0.313272684,0.372816361,0.449031957,0.821848318,45.91931120349553,matched
bakerfr01,Home Run Baker,Official Induction,3B,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
bakerfr01,Home Run Baker,Official Induction,3B,1921,Home Run Baker,NYY,36,163,627,564,162,16,107,76,9,0.287234042,0.342062193,0.439716312,0.781778505,3.249234458336659,matched
bakerfr01,Home Run Baker,Official Induction,3B,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1897,Honus Wagner,2 Tms,25,494,2099,1923,649,23,357,322,121,0.337493499,0.386319845,0.486739469,0.873059314,17.80731735923329,matched
wagneho01,Honus Wagner,Official Induction,SS,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1901,Honus Wagner,PIT,32,1406,6005,5283,1824,51,937,997,473,0.345258375,0.412334352,0.493280333,0.905614685,89.7321021226373,matched
wagneho01,Honus Wagner,Official Induction,SS,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1911,Honus Wagner,PIT,40,892,3635,3224,942,27,438,417,128,0.292183622,0.358267716,0.40942928,0.767696996,30.553292804161497,matched
wagneho01,Honus Wagner,Official Induction,SS,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wagneho01,Honus Wagner,Official Induction,SS,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1952,Hoyt Wilhelm,4 Tms,33,471,312,276,27,1,12,16,0,0.097826086,0.14089347,0.123188405,0.264081875,-1.8248307656814524,matched
wilheho01,Hoyt Wilhelm,Official Induction,P,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1961,Hoyt Wilhelm,4 Tms,43,566,176,152,11,0,9,8,0,0.072368421,0.140243902,0.078947368,0.21919127,-0.9392805105117186,matched
wilheho01,Hoyt Wilhelm,Official Induction,P,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
wilheho01,Hoyt Wilhelm,Official Induction,P,1971,Hoyt Wilhelm,LAD,49,25,5,4,0,0,0,0,0,0,0,0,0,-0.07217703504040238,matched
wilheho01,Hoyt Wilhelm,Official Induction,P,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1888,Hugh Duffy,2 Tms,22,345,1597,1478,447,26,212,365,143,0.302435723,0.354414527,0.437077131,0.791491658,9.044668022464966,matched
duffyhu01,Hugh Duffy,Official Induction,OF,1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1891,Hugh Duffy,2 Tms,29,1279,5815,5192,1724,78,1037,1130,416,0.332049306,0.395081109,0.454545454,0.849626563,37.7083673809489,matched
duffyhu01,Hugh Duffy,Official Induction,OF,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1901,Hugh Duffy,2 Tms,37,113,415,372,111,2,53,57,15,0.298387096,0.35235732,0.42204301,0.77440033,1.5015635852716358,matched
duffyhu01,Hugh Duffy,Official Induction,OF,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
duffyhu01,Hugh Duffy,Official Induction,OF,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1891,Hughie Jennings,3 Tms,27,1114,4942,4286,1362,16,766,921,337,0.317778814,0.397858319,0.413205786,0.811064105,42.28683380903253,matched
jennihu01,Hughie Jennings,Official Induction,SS,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1901,Hughie Jennings,3 Tms,35,169,696,617,165,2,74,73,22,0.267423014,0.33627019,0.353322528,0.689592718,2.6239268284709993,matched
jennihu01,Hughie Jennings,Official Induction,SS,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jennihu01,Hughie Jennings,Official Induction,SS,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
