playerID,name,source_group,primary_position,season,fangraphs_name,team,age,games,plate_appearances,at_bats,hits,home_runs,runs_batted_in,runs,stolen_bases,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,batting_fwar,batting_match_type
eckerde01,Dennis Eckersley,Official Induction,P,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1984,Dennis Eckersley,CHC,30,83,195,180,24,3,12,9,0,0.133333333,0.17368421,0.2,0.37368421,0.02961698475106011,matched
eckerde01,Dennis Eckersley,Official Induction,P,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1996,Dennis Eckersley,STL,41,63,1,1,0,0,0,0,0,0,0,0,0,-0.0136151122513987,matched
eckerde01,Dennis Eckersley,Official Induction,P,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
eckerde01,Dennis Eckersley,Official Induction,P,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,1995,Derek Jeter,NYY,24,786,3565,3130,1008,78,414,605,108,0.322044728,0.394409937,0.468051118,0.862461055,23.044616878915285,matched
jeterde01,Derek Jeter,Official Induction,SS,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2001,Derek Jeter,NYY,32,1509,6983,6192,1918,156,721,1080,215,0.309754521,0.379529377,0.444605943,0.82413532,44.78878797918825,matched
jeterde01,Derek Jeter,Official Induction,SS,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2011,Derek Jeter,NYY,39,452,2054,1873,539,26,176,238,35,0.287773625,0.339390962,0.375333689,0.714724651,5.16418291777393,matched
jeterde01,Derek Jeter,Official Induction,SS,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
jeterde01,Derek Jeter,Official Induction,SS,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1963,Dick Allen,2 Tms,25,988,4223,3680,1094,211,645,679,69,0.297282608,0.379277566,0.554619565,0.933897131,38.708395664166424,matched
allendi01,Dick Allen,Official Induction,1B,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1971,Dick Allen,4 Tms,32,761,3091,2652,754,140,474,420,64,0.284313725,0.376417233,0.504524886,0.880942119,22.55641186956892,matched
allendi01,Dick Allen,Official Induction,1B,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
allendi01,Dick Allen,Official Induction,1B,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1930,Dizzy Dean,STL,20,1,3,3,1,0,0,1,0,0.333333333,0.333333333,0.333333333,0.666666666,0.00867861730774427,matched
deandi01,Dizzy Dean,Official Induction,P,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1932,Dizzy Dean,2 Tms,26,322,762,713,159,8,76,75,5,0.223001402,0.233748271,0.300140252,0.533888523,1.337185661457866,matched
deandi01,Dizzy Dean,Official Induction,P,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
deandi01,Dizzy Dean,Official Induction,P,1947,Dizzy Dean,SLB,37,1,1,1,1,0,0,0,0,1,1,1,2,0.05622249179955815,matched
drysddo01,Don Drysdale,Official Induction,P,1956,Don Drysdale,BRO,21,197,387,339,57,14,35,32,0,0.168141592,0.215469613,0.34218289,0.557652503,1.3048375974348896,matched
drysddo01,Don Drysdale,Official Induction,P,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1961,Don Drysdale,LAD,28,350,922,830,161,15,78,64,0,0.193975903,0.233485193,0.275903614,0.509388807,5.0132019603034195,matched
drysddo01,Don Drysdale,Official Induction,P,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
drysddo01,Don Drysdale,Official Induction,P,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1966,Don Sutton,LAD,23,198,450,401,64,0,18,23,1,0.159600997,0.194774346,0.179551122,0.374325468,0.42075802705352405,matched
suttodo01,Don Sutton,Official Induction,P,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1971,Don Sutton,LAD,31,347,943,811,111,0,41,36,0,0.136868064,0.176263219,0.147965474,0.324228693,-1.6113236969630875,matched
suttodo01,Don Sutton,Official Induction,P,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1981,Don Sutton,2 Tms,39,66,166,142,20,0,5,5,0,0.14084507,0.19205298,0.14084507,0.33289805,0.02871111921610603,matched
suttodo01,Don Sutton,Official Induction,P,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
suttodo01,Don Sutton,Official Induction,P,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1947,Duke Snider,BRO,22,391,1560,1415,419,59,225,237,34,0.296113074,0.357004519,0.503180212,0.860184731,10.367629371078571,matched
snidedu01,Duke Snider,Official Induction,OF,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1951,Duke Snider,BRO,29,1367,5611,4834,1463,309,960,899,62,0.30264791,0.390165111,0.56888705,0.959052161,49.583651632787706,matched
snidedu01,Duke Snider,Official Induction,OF,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1961,Duke Snider,3 Tms,36,385,1066,912,234,39,148,123,3,0.256578947,0.358082706,0.441885964,0.79996867,3.575651061302468,matched
snidedu01,Duke Snider,Official Induction,OF,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
snidedu01,Duke Snider,Official Induction,OF,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2006,Dustin Pedroia,BOS,24,556,2470,2190,667,54,253,377,56,0.30456621,0.36949429,0.460273972,0.829768262,17.00479227482412,matched
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2011,Dustin Pedroia,BOS,31,956,4307,3841,1138,86,472,545,82,0.296277011,0.363023255,0.427232491,0.790255746,27.769622114852172,matched
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
pedrodu01,Dustin Pedroia,Corrective Induction,2B,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1972,Dwight Evans,BOS,24,1064,3889,3394,888,128,443,485,39,0.261638185,0.343806803,0.448143783,0.791950586,23.78128522963551,matched
evansdw01,Dwight Evans,Corrective Induction,OF,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1981,Dwight Evans,BOS,34,1441,6351,5332,1485,251,903,950,37,0.278507126,0.384506153,0.488934733,0.873440886,40.494106849036314,matched
evansdw01,Dwight Evans,Corrective Induction,OF,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
evansdw01,Dwight Evans,Corrective Induction,OF,1991,Dwight Evans,BAL,39,101,329,270,73,6,38,35,2,0.27037037,0.393292682,0.377777777,0.771070459,0.8097050390040998,matched
goodedw01,Dwight Gooden,Corrective Induction,P,1984,Dwight Gooden,NYM,22,212,597,513,94,3,39,38,0,0.183235867,0.20411985,0.222222222,0.426342072,1.952510626262177,matched
goodedw01,Dwight Gooden,Corrective Induction,P,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
goodedw01,Dwight Gooden,Corrective Induction,P,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
goodedw01,Dwight Gooden,Corrective Induction,P,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
goodedw01,Dwight Gooden,Corrective Induction,P,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
goodedw01,Dwight Gooden,Corrective Induction,P,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
goodedw01,Dwight Gooden,Corrective Induction,P,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
goodedw01,Dwight Gooden,Corrective Induction,P,1991,Dwight Gooden,4 Tms,31,185,252,228,51,5,28,22,1,0.22368421,0.230434782,0.350877192,0.581311974,1.9097983974000232,matched
goodedw01,Dwight Gooden,Corrective Induction,P,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
goodedw01,Dwight Gooden,Corrective Induction,P,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
