playerID,name,source_group,primary_position,batting_seasons_matched,batting_games,hits,home_runs,runs_batted_in,stolen_bases,career_batting_fwar,career_batting_average,pitching_seasons_matched,pitching_games,wins,losses,saves,strikeouts,career_pitching_fwar,career_total_fwar
wagneho01,Honus Wagner,Official Induction,SS,21,2792,3415,101,1732,722,138.1,0.327,2,2,0,0,0,6,-0,138.1
wilheho01,Hoyt Wilhelm,Official Induction,P,21,1062,38,1,21,0,-2.8,0.088,21,1070,143,122,227,1610,27.3,24.5
duffyhu01,Hugh Duffy,Official Induction,OF,17,1737,2282,106,1302,574,48.3,0.324,0,0,0,0,0,0,0,48.3
jennihu01,Hughie Jennings,Official Induction,SS,16,1284,1527,18,840,359,44.9,0.311,0,0,0,0,0,0,0,44.9
suzukic01,Ichiro Suzuki,Official Induction,OF,19,2653,3089,117,780,509,57.6,0.311,1,1,0,0,0,0,0,57.6
rodriiv01,Ivan Rodriguez,Official Induction,C,21,2543,2844,311,1332,127,68.4,0.296,0,0,0,0,0,0,0,68.4
chesbja01,Jack Chesbro,Official Induction,P,11,393,217,5,82,5,0,0.197,11,392,198,132,5,1265,40.4,40.4
morrija02,Jack Morris,Official Induction,P,1,36,0,0,0,0,-0,0,18,549,254,186,0,2478,55.8,55.8
robinja02,Jackie Robinson,Official Induction,2B,10,1382,1518,137,734,197,57.2,0.311,0,0,0,0,0,0,0,57.2
degroja01,Jacob deGrom,Active Induction,P,7,198,78,3,29,1,2.7,0.204,13,249,96,65,0,1858,46.5,49.2
becklja01,Jake Beckley,Official Induction,1B,20,2386,2930,86,1575,315,61.2,0.308,1,1,0,1,0,2,0.1,61.3
moyerja01,Jamie Moyer,Corrective Induction,P,19,544,51,0,15,0,-0,0.128,25,696,269,209,0,2441,48,48
bagweje01,Jeff Bagwell,Official Induction,1B,15,2150,2314,449,1529,202,80.2,0.297,0,0,0,0,0,0,0,80.2
kentje01,Jeff Kent,Official Induction,2B,17,2298,2461,377,1518,94,56,0.29,0,0,0,0,0,0,0,56
burkeje01,Jesse Burkett,Official Induction,OF,16,2066,2850,75,952,389,66.6,0.338,3,23,3,11,0,84,0.5,67.1
haineje01,Jesse Haines,Official Induction,P,19,560,209,3,79,2,-3.8,0.186,19,555,210,158,10,981,35.7,31.9
bottoji01,Jim Bottomley,Official Induction,1B,16,1991,2313,219,1422,58,37.7,0.31,0,0,0,0,0,0,0,37.7
bunniji01,Jim Bunning,Official Induction,P,17,601,213,7,75,0,-0.8,0.167,17,591,224,184,16,2855,66.9,66.1
kaatji01,Jim Kaat,Official Induction,P,23,879,232,16,106,5,4.8,0.185,25,898,283,237,18,2461,70.9,75.7
mccorji01,Jim McCormick,Corrective Induction,P,10,534,491,4,178,10,1.3,0.236,10,492,265,214,1,1704,40,41.3
orourji01,Jim O'Rourke,Official Induction,OF,23,1999,2643,62,1203,224,52.1,0.311,2,6,0,1,2,4,0.1,52.2
palmeji01,Jim Palmer,Official Induction,P,7,219,85,3,41,1,0.6,0.174,19,558,268,152,4,2212,56.6,57.2
riceji01,Jim Rice,Official Induction,OF,16,2089,2452,382,1451,58,50.8,0.298,0,0,0,0,0,0,0,50.8
thomeji01,Jim Thome,Official Induction,1B,22,2543,2328,612,1699,19,69,0.276,0,0,0,0,0,0,0,69
foxxji01,Jimmie Foxx,Official Induction,1B,20,2317,2646,534,1922,87,101.4,0.325,2,10,1,0,0,11,0.2,101.6
colliji01,Jimmy Collins,Official Induction,3B,14,1725,1999,65,983,194,52.5,0.294,0,0,0,0,0,0,0,52.5
cronijo01,Joe Cronin,Official Induction,SS,20,2124,2285,170,1424,87,66.6,0.301,0,0,0,0,0,0,0,66.6
dimagjo01,Joe DiMaggio,Official Induction,OF,13,1736,2214,361,1537,30,82.6,0.325,0,0,0,0,0,0,0,82.6
gordojo01,Joe Gordon,Official Induction,2B,11,1566,1530,253,975,89,60.4,0.268,0,0,0,0,0,0,0,60.4
jacksjo01,Joe Jackson,Corrective Induction,OF,13,1332,1772,54,785,202,60.4,0.356,0,0,0,0,0,0,0,60.4
kellejo01,Joe Kelley,Official Induction,OF,17,1853,2220,65,1194,443,54.9,0.317,0,0,0,0,0,0,0,54.9
mauerjo01,Joe Mauer,Official Induction,C,15,1858,2123,143,923,52,53.5,0.306,0,0,0,0,0,0,0,53.5
mcginjo01,Joe McGinnity,Official Induction,P,10,477,251,0,90,26,-3.7,0.194,10,465,246,142,24,1068,40.4,36.7
medwijo01,Joe Medwick,Official Induction,OF,17,1984,2471,205,1383,42,54.5,0.324,0,0,0,0,0,0,0,54.5
morgajo02,Joe Morgan,Official Induction,2B,23,2652,2517,268,1133,689,98.8,0.271,0,0,0,0,0,0,0,98.8
nathajo01,Joe Nathan,Corrective Induction,P,5,254,10,2,4,0,0.3,0.159,16,787,64,34,377,976,19.5,19.8
seweljo01,Joe Sewell,Official Induction,SS,14,1903,2226,49,1055,74,48.1,0.312,0,0,0,0,0,0,0,48.1
tinkejo01,Joe Tinker,Official Induction,SS,15,1804,1687,31,782,336,55.5,0.262,0,0,0,0,0,0,0,55.5
willijo99,Joe Williams,Official Induction,P,4,68,35,2,24,3,0.6,0.226,4,53,16,19,2,201,6.8,7.4
vottojo01,Joey Votto,Corrective Induction,1B,17,2056,2135,356,1144,80,58.8,0.294,0,0,0,0,0,0,0,58.8
santajo02,Johan Santana,Corrective Induction,P,11,344,40,1,9,0,0.6,0.161,12,360,139,78,1,1988,45.6,46.2
clarkjo01,John Clarkson,Official Induction,P,12,546,432,24,232,31,-2.6,0.219,12,531,328,178,5,1978,69.9,67.3
francjo01,John Franco,Corrective Induction,P,14,787,3,0,1,0,-0.2,0.088,21,1119,90,87,424,975,16.1,15.9
lloydpo99,John Henry Lloyd,Official Induction,SS,8,433,569,16,308,59,15,0.349,0,0,0,0,0,0,0,15
hillejo01,John Hiller,Corrective Induction,P,6,230,11,0,4,0,-0.5,0.109,15,545,87,76,125,1036,14.9,14.4
olerujo01,John Olerud,Corrective Induction,1B,17,2234,2239,255,1230,11,57.3,0.295,0,0,0,0,0,0,0,57.3
smoltjo01,John Smoltz,Official Induction,P,21,735,151,5,61,3,3.3,0.159,21,723,213,155,154,3084,79.5,82.8
wardjo01,John Ward,Official Induction,SS,18,1826,2105,26,867,540,39.8,0.275,7,292,164,102,3,920,24.9,64.7
benchjo01,Johnny Bench,Official Induction,C,17,2158,2048,389,1376,68,74.8,0.267,0,0,0,0,0,0,0,74.8
eversjo01,Johnny Evers,Official Induction,2B,17,1783,1659,12,538,324,49,0.27,0,0,0,0,0,0,0,49
mizejo01,Johnny Mize,Official Induction,1B,15,1884,2011,359,1337,28,68.1,0.312,0,0,0,0,0,0,0,68.1
altuvjo01,Jose Altuve,Active Induction,2B,16,1982,2395,257,892,326,60.6,0.303,0,0,0,0,0,0,0,60.6
ramirjo01,Jose Ramirez,Active Induction,3B,14,1615,1671,285,952,289,57.5,0.279,5,124,5,9,0,111,-0.7,56.8
gibsojo99,Josh Gibson,Official Induction,C,14,598,806,165,730,40,44.5,0.374,1,1,0,0,0,0,-0,44.5
mendejo99,José Méndez,Official Induction,P,7,233,144,3,62,33,2,0.232,7,69,30,9,8,139,5,7
maricju01,Juan Marichal,Official Induction,P,15,464,202,4,75,2,0.5,0.165,16,471,243,142,2,2303,61.2,61.7
sotoju01,Juan Soto,Active Induction,OF,9,1101,1094,244,701,95,42.6,0.282,0,0,0,0,0,0,0,42.6
wilsoju99,Jud Wilson,Official Induction,3B,21,901,1073,77,724,104,39,0.352,0,0,0,0,0,0,0,39
johnsju99,Judy Johnson,Official Induction,3B,11,709,809,25,457,75,17.1,0.304,1,1,0,0,0,3,0,17.1
verlaju01,Justin Verlander,Statistical Induction,P,13,431,5,0,1,0,-0.4,0.1,21,556,266,159,0,3554,84.2,83.8
hernake01,Keith Hernandez,Corrective Induction,1B,17,2088,2182,162,1071,98,59.4,0.296,0,0,0,0,0,0,0,59.4
griffke02,Ken Griffey Jr.,Official Induction,OF,22,2671,2781,630,1836,184,77.7,0.284,0,0,0,0,0,0,0,77.7
janseke01,Kenley Jansen,Active Induction,P,6,365,3,0,1,0,0.2,0.333,17,935,54,40,477,1282,25.3,25.5
loftoke01,Kenny Lofton,Corrective Induction,OF,17,2103,2428,130,781,622,62.4,0.299,0,0,0,0,0,0,0,62.4
brownke01,Kevin Brown,Corrective Induction,P,17,365,112,9,60,0,0.2,0.164,22,510,214,149,0,2441,76.8,77
nichoki01,Kid Nichols,Official Induction,P,15,649,471,16,278,19,-1.6,0.226,15,620,361,208,17,1868,80,78.4
cuyleki01,Kiki Cuyler,Official Induction,OF,17,1878,2299,128,1065,328,52.9,0.321,0,0,0,0,0,0,0,52.9
kellyki01,King Kelly,Official Induction,OF,16,1455,1813,69,950,368,45.1,0.308,7,12,2,2,0,4,-0.9,44.2
puckeki01,Kirby Puckett,Official Induction,OF,12,1783,2304,207,1085,134,44.9,0.318,0,0,0,0,0,0,0,44.9
dobyla01,Larry Doby,Official Induction,OF,13,1563,1555,261,1011,50,54.4,0.285,0,0,0,0,0,0,0,54.4
walkela01,Larry Walker,Official Induction,OF,17,1988,2160,383,1311,230,68.7,0.313,0,0,0,0,0,0,0,68.7
smithle02,Lee Smith,Official Induction,P,9,549,3,1,2,0,-0.5,0.047,18,1021,71,92,478,1251,26.6,26.1
gomezle01,Lefty Gomez,Official Induction,P,14,368,133,0,58,1,-4,0.147,14,368,189,102,9,1468,33.9,29.9
grovele01,Lefty Grove,Official Induction,P,17,619,202,15,121,1,-4.5,0.148,17,616,300,141,55,2266,87.4,82.9
dayle99,Leon Day,Official Induction,P,10,204,189,6,93,5,3.2,0.314,10,91,50,21,3,423,13,16.2
wanerll01,Lloyd Waner,Official Induction,OF,18,1993,2459,27,598,67,25.4,0.316,0,0,0,0,0,0,0,25.4
boudrlo01,Lou Boudreau,Official Induction,SS,15,1646,1779,68,789,51,64.4,0.295,0,0,0,0,0,0,0,64.4
brocklo01,Lou Brock,Official Induction,OF,19,2616,3023,149,900,938,43.2,0.293,0,0,0,0,0,0,0,43.2
gehrilo01,Lou Gehrig,Official Induction,1B,17,2164,2721,493,1995,102,115.9,0.34,0,0,0,0,0,0,0,115.9
whitalo01,Lou Whitaker,Corrective Induction,2B,19,2390,2369,244,1084,143,68.1,0.276,0,0,0,0,0,0,0,68.1
santolo99,Louis Santop,Official Induction,C,4,115,111,7,65,9,2.4,0.317,0,0,0,0,0,0,0,2.4
aparilu01,Luis Aparicio,Official Induction,SS,18,2601,2677,83,791,506,49.1,0.262,0,0,0,0,0,0,0,49.1
tiantlu01,Luis Tiant,Corrective Induction,P,12,375,84,5,44,1,0.3,0.164,19,573,229,172,15,2416,54.8,55.1
applilu01,Luke Appling,Official Induction,SS,20,2422,2749,45,1116,179,72.6,0.31,0,0,0,0,0,0,0,72.6
machama01,Manny Machado,Active Induction,3B,15,1899,2072,369,1144,113,57.4,0.279,0,0,0,0,0,0,0,57.4
ramirma02,Manny Ramirez,Statistical Induction,OF,19,2302,2574,555,1831,38,66.4,0.312,0,0,0,0,0,0,0,66.4
riverma01,Mariano Rivera,Official Induction,P,3,190,0,0,1,0,0,0,19,1115,82,60,652,1173,39.1,39.1
buehrma01,Mark Buehrle,Corrective Induction,P,14,458,9,1,3,0,-0.8,0.072,16,518,214,160,0,1870,52.3,51.5
mcgwima01,Mark McGwire,Statistical Induction,1B,16,1874,1626,583,1414,12,66.3,0.263,0,0,0,0,0,0,0,66.3
dihigma99,Martín Dihigo,Official Induction,OF,9,397,436,68,309,47,15.4,0.307,9,60,27,19,2,246,8.9,24.3
careyma01,Max Carey,Official Induction,OF,20,2476,2665,70,800,738,60.1,0.285,0,0,0,0,0,0,0,60.1
scherma01,Max Scherzer,Statistical Induction,P,13,402,78,1,30,3,1,0.168,19,484,222,117,0,3493,73.6,74.6
ottme01,Mel Ott,Official Induction,OF,22,2730,2876,511,1860,89,110.1,0.304,0,0,0,0,0,0,0,110.1
cochrmi01,Mickey Cochrane,Official Induction,C,13,1482,1652,119,832,64,50.6,0.32,0,0,0,0,0,0,0,50.6
mantlmi01,Mickey Mantle,Official Induction,OF,18,2401,2415,536,1509,153,112.3,0.298,0,0,0,0,0,0,0,112.3
welchmi01,Mickey Welch,Official Induction,P,13,606,492,12,202,10,2.4,0.224,13,565,307,210,4,1850,41.7,44.1
cabremi01,Miguel Cabrera,Statistical Induction,1B,21,2797,3174,511,1881,40,68.7,0.306,0,0,0,0,0,0,0,68.7
mussimi01,Mike Mussina,Official Induction,P,12,376,9,0,5,0,0.1,0.173,18,537,270,153,0,2813,81.2,81.3
piazzmi01,Mike Piazza,Official Induction,C,16,1912,2127,427,1335,17,62.5,0.308,0,0,0,0,0,0,0,62.5
schmimi01,Mike Schmidt,Official Induction,3B,18,2404,2234,548,1595,174,106.5,0.267,0,0,0,0,0,0,0,106.5
troutmi01,Mike Trout,Active Induction,OF,16,1654,1760,406,1021,216,87.6,0.294,0,0,0,0,0,0,0,87.6
minosmi01,Minnie Miñoso,Official Induction,OF,17,1835,1963,186,1023,205,50.8,0.298,0,0,0,0,0,0,0,50.8
irvinmo01,Monte Irvin,Official Induction,OF,8,764,731,99,443,28,20.8,0.293,0,0,0,0,0,0,0,20.8
bettsmo01,Mookie Betts,Active Induction,OF,13,1536,1770,292,918,196,62.6,0.29,0,0,0,0,0,0,0,62.6
brownmo01,Mordecai Brown,Official Induction,P,14,493,235,2,74,8,0.5,0.206,14,481,239,130,49,1375,49.3,49.8
suttlmu99,Mule Suttles,Official Induction,1B,21,906,1089,179,877,84,40,0.34,5,5,0,0,0,6,-0.3,39.7
lajoina01,Nap Lajoie,Official Induction,2B,21,2480,3242,83,1599,380,102.2,0.338,0,0,0,0,0,0,0,102.2
foxne01,Nellie Fox,Official Induction,2B,19,2367,2663,35,790,76,45.2,0.288,0,0,0,0,0,0,0,45.2
arenano01,Nolan Arenado,Active Induction,3B,14,1791,1923,353,1184,31,51.5,0.282,0,0,0,0,0,0,0,51.5
ryanno01,Nolan Ryan,Official Induction,P,14,424,94,2,36,3,-2.2,0.11,27,807,324,292,3,5714,106.7,104.5
radboch01,Old Hoss Radbourn,Official Induction,P,12,653,585,9,259,26,1.8,0.235,11,528,309,195,2,1830,49.3,51.1
cepedor01,Orlando Cepeda,Official Induction,1B,17,2124,2351,379,1365,142,50.3,0.297,0,0,0,0,0,0,0,50.3
charlos99,Oscar Charleston,Official Induction,OF,18,916,1207,143,853,209,54.3,0.364,6,17,1,4,0,28,0.1,54.4
smithoz01,Ozzie Smith,Official Induction,SS,19,2573,2460,28,793,580,67.6,0.262,0,0,0,0,0,0,0,67.6
goldspa01,Paul Goldschmidt,Active Induction,1B,16,2075,2191,372,1232,174,57.4,0.288,0,0,0,0,0,0,0,57.4
molitpa01,Paul Molitor,Official Induction,3B,21,2683,3319,234,1307,504,67.7,0.306,0,0,0,0,0,0,0,67.7
wanerpa01,Paul Waner,Official Induction,OF,20,2549,3152,113,1309,104,74.8,0.333,0,0,0,0,0,0,0,74.8
martipe02,Pedro Martinez,Official Induction,P,19,535,43,0,19,0,-2,0.097,23,598,226,104,6,3268,83.9,81.9
reesepe01,Pee Wee Reese,Official Induction,SS,16,2166,2170,126,885,232,61.2,0.269,0,0,0,0,0,0,0,61.2
alexape01,Pete Alexander,Official Induction,P,20,703,378,11,163,3,1.5,0.209,20,696,373,208,32,2198,95.7,97.2
hillpe99,Pete Hill,Official Induction,OF,5,159,154,7,84,11,4.4,0.303,1,1,0,0,0,0,0,4.4
rosepe01,Pete Rose,Statistical Induction,OF,24,3562,4256,160,1314,198,80.2,0.303,0,0,0,0,0,0,0,80.2
niekrph01,Phil Niekro,Official Induction,P,20,732,260,7,109,0,-1,0.169,24,864,318,274,29,3342,78.1,77.1
rizzuph01,Phil Rizzuto,Official Induction,SS,13,1661,1588,38,563,149,41.4,0.273,0,0,0,0,0,0,0,41.4
traynpi01,Pie Traynor,Official Induction,3B,17,1941,2416,58,1273,158,37.9,0.32,0,0,0,0,0,0,0,37.9
galvipu01,Pud Galvin,Official Induction,P,15,731,552,5,220,23,-4.5,0.201,15,705,364,310,2,1806,67.3,62.8
maranra01,Rabbit Maranville,Official Induction,SS,23,2670,2605,28,884,291,43.1,0.258,0,0,0,0,0,0,0,43.1
palmera01,Rafael Palmeiro,Statistical Induction,1B,20,2831,3020,569,1835,97,70,0.288,0,0,0,0,0,0,0,70
kinerra01,Ralph Kiner,Official Induction,OF,10,1472,1451,369,1015,22,47.4,0.279,0,0,0,0,0,0,0,47.4
johnsra05,Randy Johnson,Official Induction,P,14,367,78,1,40,0,-2,0.125,22,618,303,166,2,4875,110.5,108.5
brownra99,Ray Brown,Official Induction,P,15,425,336,25,203,10,3.3,0.269,15,214,122,45,13,690,30.9,34.2
dandrra99,Ray Dandridge,Official Induction,3B,8,246,296,4,146,20,6.5,0.319,0,0,0,0,0,0,0,6.5
schalra01,Ray Schalk,Official Induction,C,18,1762,1345,11,594,177,22.6,0.253,0,0,0,0,0,0,0,22.6
faberre01,Red Faber,Official Induction,P,20,670,170,3,70,7,-2.5,0.134,20,669,254,213,28,1471,53.9,51.4
ruffire01,Red Ruffing,Official Induction,P,22,882,521,36,273,1,13.3,0.269,22,624,273,225,16,1987,55,68.3
schoere01,Red Schoendienst,Official Induction,2B,19,2216,2449,84,773,89,37.6,0.289,0,0,0,0,0,0,0,37.6
jacksre01,Reggie Jackson,Official Induction,OF,21,2820,2584,563,1702,228,72.7,0.262,0,0,0,0,0,0,0,72.7
gossari01,Rich Gossage,Official Induction,P,8,382,9,0,2,0,-0.3,0.106,22,1002,124,107,310,1502,31.1,30.8
ashburi01,Richie Ashburn,Official Induction,OF,15,2189,2574,29,586,234,57.4,0.308,0,0,0,0,0,0,0,57.4
ferreri01,Rick Ferrell,Official Induction,C,18,1884,1692,28,734,29,27.5,0.281,0,0,0,0,0,0,0,27.5
henderi01,Rickey Henderson,Official Induction,OF,25,3081,3055,297,1115,1406,106.3,0.279,0,0,0,0,0,0,0,106.3
alomaro01,Roberto Alomar,Official Induction,2B,17,2379,2724,210,1134,474,63.6,0.3,0,0,0,0,0,0,0,63.6
clemero01,Roberto Clemente,Official Induction,OF,18,2433,3000,240,1305,83,80.6,0.317,0,0,0,0,0,0,0,80.6
roberro01,Robin Roberts,Official Induction,P,19,688,255,5,103,3,2.7,0.167,19,676,286,245,25,2357,74.6,77.3
yountro01,Robin Yount,Official Induction,SS,20,2856,3142,251,1406,271,66.5,0.285,0,0,0,0,0,0,0,66.5
canoro01,Robinson Cano,Corrective Induction,2B,17,2267,2639,335,1306,51,57.5,0.301,0,0,0,0,0,0,0,57.5
carewro01,Rod Carew,Official Induction,1B,19,2469,3053,92,1015,353,72.3,0.328,0,0,0,0,0,0,0,72.3
bresnro01,Roger Bresnahan,Official Induction,C,17,1446,1252,26,530,212,39.6,0.279,3,9,4,1,0,15,0.6,40.2
clemero02,Roger Clemens,Statistical Induction,P,12,360,31,0,12,0,0.7,0.173,24,709,354,184,0,4672,133.7,134.4
connoro01,Roger Connor,Official Induction,1B,18,1997,2467,138,1322,244,86.2,0.317,0,0,0,0,0,0,0,86.2
hornsro01,Rogers Hornsby,Official Induction,2B,23,2259,2930,301,1584,135,129.1,0.358,0,0,0,0,0,0,0,129.1
fingero01,Rollie Fingers,Official Induction,P,10,621,31,2,9,0,0.2,0.172,17,944,114,118,341,1299,27.4,27.6
santoro01,Ron Santo,Official Induction,3B,15,2243,2254,342,1331,35,70.9,0.277,0,0,0,0,0,0,0,70.9
youngro01,Ross Youngs,Official Induction,OF,10,1211,1491,42,592,153,36.1,0.322,0,0,0,0,0,0,0,36.1
camparo01,Roy Campanella,Official Induction,C,10,1215,1161,242,856,25,38.2,0.276,0,0,0,0,0,0,0,38.2
hallaro01,Roy Halladay,Official Induction,P,14,395,34,0,12,0,-1.1,0.124,16,416,203,105,1,2117,65.4,64.3
oswalro01,Roy Oswalt,Corrective Induction,P,12,353,101,1,36,0,-0.3,0.154,13,365,163,102,0,1852,52.6,52.3
